TestFleetRenewalOriginalOracleAcceptsCompletedRestore	PASS
TestFleetRenewalOriginalOracleRejectsChangedRouting	PASS
TestProducerGateCaptureSelectionAdmitsAdditionalEvidenceSources	PASS
TestProducerGateCaptureSelectionAdmitsAdditionalOrdinarySources	PASS
TestProducerGateCaptureSelectionEnumerationHonorsCanceledContext	PASS
TestProducerGateCaptureSelectionEnumerationRejectsEmptySelector	PASS
TestProducerGateCaptureSelectionExcludesOfflineSemanticAnalysis	PASS
TestProducerGateCaptureSelectionListsCurrentBinaryWithoutGoTool	PASS
TestProducerGateCaptureSelectionPinsMeasuredMetadataRaceBudget	PASS
TestProducerGateCaptureSelectionRejectsMetadataPartitionDrift	PASS
TestProducerGateCaptureSelectionRejectsMetadataRaceBudgetLeak	PASS
TestProducerGateCaptureSelectionRejectsPopulationPartitionDrift	PASS
TestProducerGateCaptureSelectionRejectsPrivateFixtureSchedulingDrift	PASS
TestProducerGateCaptureSelectionRejectsSourceCensusDrift	PASS
TestProducerGateCaptureSelectionRequiresIndependentMetadata	PASS
TestProducerGateCaptureSelectionRequiresIndependentPopulation	PASS
TestProducerGateCaptureSelectionRequiresPrivateFixtureScheduling	PASS
TestProducerGateStateSelectionCoversEvidenceV2OwnGuardSources	PASS
TestProducerGateStateSelectionEvidenceV2KeepsAdjacentSourceCoverage	PASS
TestProducerGateStateSelectionEvidenceV2PreservesEveryOldFamily	PASS
TestProducerGateStateSelectionEvidenceV2RejectsEveryNewFamilyOmission	PASS
TestProducerGateStateSelectionEvidenceV2RequiresCompleteSourceCensus	PASS
TestReleaseGateJobsRejectSimulatorPopulationPartitionDrift	PASS
TestReleaseGateJobsRequireIndependentCompleteValidatorRace	PASS
