TestReleaseGatesBracketWorkWithExactSourceFreezeSnapshots	PASS
TestReleaseSourceFreezeDoesNotRequireAssociativeArrays	PASS
TestReleaseSourceFreezeExcludesNonReleaseDatasetQualification	PASS
TestReleaseSourceFreezeIgnoresIgnoredRuntimeModules	PASS
TestReleaseSourceFreezeRecordsCompleteCleanWorkspace	PASS
TestReleaseSourceFreezeRefreshesRemoteBeforeAcceptingRevision	PASS
TestReleaseSourceFreezeRejectsDirtyUntrackedAndUnsynchronizedRepositories	PASS
TestReleaseSourceFreezeRejectsDirtyVerifierBeforeExecution	PASS
TestReleaseSourceFreezeRejectsUnclassifiedGoModule	PASS
TestReleaseSourceFreezeRejectsWrongOrigin	PASS
TestReleaseSourceFreezeRequiresWarpProvenance	PASS
TestReleaseSourceFreezeRetainsPublishedDependencyWhenUpstreamAdvances	PASS
